snapshot_date,fantasypros_id,player_name,normalized_name,position,team,market_rank,market_metric,player_id,match_method,join_status,has_projection
2026-07-31,25654,Emari Demercado,emaridemercado,RB,KC,291.12,ecr,00-0038705,fantasypros_id,matched,True
2026-07-31,25334,Derius Davis,deriusdavis,WR,LAC,291.5,ecr,00-0038573,fantasypros_id,matched,True
2026-07-31,27337,Ja'Kobi Lane,jakobilane,WR,BAL,292.28,ecr,00-0040870,normalized_name_position,matched,False
2026-07-31,11177,Kirk Cousins,kirkcousins,QB,LV,292.79,ecr,00-0029604,fantasypros_id,matched,True
2026-07-31,27449,Konata Mumpfield,konatamumpfield,WR,LAR,293.0,ecr,00-0040590,fantasypros_id,matched,True
2026-07-31,24371,Isaiah Bond,isaiahbond,WR,CLE,293.4,ecr,00-0040782,fantasypros_id,matched,True
2026-07-31,22845,Joshua Palmer,joshuapalmer,WR,BUF,294.14,ecr,00-0036988,fantasypros_id,matched,True
2026-07-31,16540,Jake Elliott,jakeelliott,K,PHI,294.42,ecr,00-0033787,fantasypros_id,matched,False
2026-07-31,8040,Carolina Panthers,carolinapanthers,DST,CAR,294.63,ecr,,unmatched,unmatched,False
2026-07-31,22967,Darnell Washington,darnellwashington,TE,PIT,294.67,ecr,00-0038558,fantasypros_id,matched,True
2026-07-31,13274,Brandon McManus,brandonmcmanus,K,FA,295.6,ecr,00-0029822,fantasypros_id,matched,False
2026-07-31,25430,Oscar Delp,oscardelp,TE,NO,295.83,ecr,00-0041041,normalized_name_position,matched,False
2026-07-31,24367,Adam Randall,adamrandall,RB,BAL,295.98,ecr,00-0040888,normalized_name_position,matched,False
2026-07-31,23770,Jalen Tolbert,jalentolbert,WR,MIA,296.84,ecr,00-0037666,fantasypros_id,matched,True
2026-07-31,12127,Odell Beckham Jr.,odellbeckham,WR,NYG,297.33,ecr,00-0031235,fantasypros_id,matched,False
2026-07-31,26392,Isaac Guerendo,isaacguerendo,RB,SF,297.73,ecr,00-0039363,fantasypros_id,matched,True
2026-07-31,25968,Shedeur Sanders,shedeursanders,QB,CLE,298.05,ecr,00-0040668,fantasypros_id,matched,True
2026-07-31,28135,Caleb Douglas,calebdouglas,WR,MIA,298.22,ecr,00-0041523,normalized_name_position,matched,False
2026-07-31,24901,Bam Knight,bamknight,RB,ARI,299.16,ecr,00-0037157,fantasypros_id,matched,True
2026-07-31,13971,Tyler Lockett,tylerlockett,WR,LV,300.5,ecr,00-0032211,fantasypros_id,matched,True
2026-07-31,26309,Sione Vaki,sionevaki,RB,DET,300.6,ecr,00-0039364,fantasypros_id,matched,True
2026-07-31,26212,Tahj Brooks,tahjbrooks,RB,CIN,300.96,ecr,00-0040208,fantasypros_id,matched,True
2026-07-31,27261,Ryan Fitzgerald,ryanfitzgerald,K,CAR,301.17,ecr,00-0040279,fantasypros_id,matched,False
2026-07-31,8310,Washington Commanders,washingtoncommanders,DST,WAS,301.86,ecr,,unmatched,unmatched,False
2026-07-31,22976,Tyler Goodson,tylergoodson,RB,ATL,302.0,ecr,00-0037120,fantasypros_id,matched,True
2026-07-31,17420,Daniel Carlson,danielcarlson,K,LV,302.75,ecr,00-0034161,fantasypros_id,matched,False
2026-07-31,25287,Cedric Tillman,cedrictillman,WR,CLE,302.84,ecr,00-0038979,fantasypros_id,matched,True
2026-07-31,23054,Audric Estime,audricestime,RB,NO,303.93,ecr,00-0039373,fantasypros_id,matched,True
2026-07-31,24370,Mitch Tinsley,mitchtinsley,WR,CIN,304.33,ecr,00-0038839,fantasypros_id,matched,True
2026-07-31,26328,Luke McCaffrey,lukemccaffrey,WR,WAS,305.52,ecr,00-0039355,fantasypros_id,matched,True
2026-07-31,25393,Trevor Etienne,trevoretienne,RB,CAR,305.77,ecr,00-0040644,fantasypros_id,matched,True
2026-07-31,24335,Jarquez Hunter,jarquezhunter,RB,LAR,305.8,ecr,00-0040692,fantasypros_id,matched,False
2026-07-31,22763,Khalil Herbert,khalilherbert,RB,FA,306.0,ecr,00-0036906,fantasypros_id,matched,True
2026-07-31,16425,Kareem Hunt,kareemhunt,RB,FA,306.3,ecr,00-0033923,fantasypros_id,matched,True
2026-07-31,27076,Jalen Royals,jalenroyals,WR,KC,306.41,ecr,00-0040646,fantasypros_id,matched,True
2026-07-31,25983,Rasheen Ali,rasheenali,RB,BAL,307.0,ecr,00-0039796,fantasypros_id,matched,True
2026-07-31,25941,Hunter Luepke,hunterluepke,RB,DAL,307.25,ecr,00-0038738,fantasypros_id,matched,True
2026-07-31,24351,Raheim Sanders,raheimsanders,RB,CLE,307.31,ecr,00-0040466,fantasypros_id,matched,True
2026-07-31,18864,Olamide Zaccheaus,olamidezaccheaus,WR,ATL,307.32,ecr,00-0035208,fantasypros_id,matched,True
2026-07-31,25627,Xavier Smith,xaviersmith,WR,LAR,307.5,ecr,00-0038359,fantasypros_id,matched,True
2026-07-31,23739,Calvin Austin III,calvinaustin,WR,NYG,307.97,ecr,00-0037837,fantasypros_id,matched,True
2026-07-31,27147,Tez Johnson,tezjohnson,WR,TB,308.04,ecr,00-0040237,fantasypros_id,matched,True
2026-07-31,15623,Tyler Higbee,tylerhigbee,TE,LAR,308.18,ecr,00-0033110,fantasypros_id,matched,True
2026-07-31,27066,Xavier Restrepo,xavierrestrepo,WR,TEN,308.5,ecr,00-0040522,fantasypros_id,matched,True
2026-07-31,17066,Kendrick Bourne,kendrickbourne,WR,ARI,310.44,ecr,00-0033307,fantasypros_id,matched,True
2026-07-31,8160,Miami Dolphins,miamidolphins,DST,MIA,310.67,ecr,,unmatched,unmatched,False
2026-07-31,16548,Zane Gonzalez,zanegonzalez,K,MIA,311.57,ecr,00-0033862,fantasypros_id,matched,False
